,Artist,Title,Year,Writers,Spotify id,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
377,Talking Heads,This Must Be the Place (Naive Melody),1983,"Chris Frantz, David Byrne, Jerry Harrison, Tina Weymouth",6aBUnkXuCEQQHAlTokv9or,72,0.942,0.641,7,-10.15,1,0.0333,0.331,0.179,0.028,0.966,114.443,audio_features,6aBUnkXuCEQQHAlTokv9or,spotify:track:6aBUnkXuCEQQHAlTokv9or,https://api.spotify.com/v1/tracks/6aBUnkXuCEQQHAlTokv9or,https://api.spotify.com/v1/audio-analysis/6aBUnkXuCEQQHAlTokv9or,296147,4
378,The Impressions,People Get Ready,1965,Curtis Mayfield,6AeG6jSoAVbmUFO6LyYmBf,64,0.414,0.249,1,-12.674,1,0.0369,0.894,8.37e-06,0.188,0.341,142.442,audio_features,6AeG6jSoAVbmUFO6LyYmBf,spotify:track:6AeG6jSoAVbmUFO6LyYmBf,https://api.spotify.com/v1/tracks/6AeG6jSoAVbmUFO6LyYmBf,https://api.spotify.com/v1/audio-analysis/6AeG6jSoAVbmUFO6LyYmBf,163360,3
379,The Beatles,Let It Be,1970,"John Lennon, Paul McCartney",7iN1s7xHE4ifF5povM6A48,80,0.443,0.403,0,-8.339,1,0.0322,0.631,0.0,0.111,0.41,143.462,audio_features,7iN1s7xHE4ifF5povM6A48,spotify:track:7iN1s7xHE4ifF5povM6A48,https://api.spotify.com/v1/tracks/7iN1s7xHE4ifF5povM6A48,https://api.spotify.com/v1/audio-analysis/7iN1s7xHE4ifF5povM6A48,243027,4
380,X-Ray Spex,Oh Bondage! Up Yours!,1977,Poly Styrene,3Ap7YIpMkjNiyZnRJiWsVy,36,0.138,0.937,2,-2.436,1,0.0984,0.0273,0.821,0.903,0.291,174.391,audio_features,3Ap7YIpMkjNiyZnRJiWsVy,spotify:track:3Ap7YIpMkjNiyZnRJiWsVy,https://api.spotify.com/v1/tracks/3Ap7YIpMkjNiyZnRJiWsVy,https://api.spotify.com/v1/audio-analysis/3Ap7YIpMkjNiyZnRJiWsVy,183187,4
381,Marvin Gaye,I Heard It Through the Grapevine,1968,"Barrett Strong, Norman Whitfield",1tqT6DhmsrtQgyCKUwotiw,73,0.711,0.362,3,-10.851,0,0.0381,0.272,0.0,0.127,0.616,117.287,audio_features,1tqT6DhmsrtQgyCKUwotiw,spotify:track:1tqT6DhmsrtQgyCKUwotiw,https://api.spotify.com/v1/tracks/1tqT6DhmsrtQgyCKUwotiw,https://api.spotify.com/v1/audio-analysis/1tqT6DhmsrtQgyCKUwotiw,194293,4
382,Radiohead,Creep,1992,"Albert Hammond, Colin Greenwood, Ed O'Brien, Jonny Greenwood, Mike Hazlewood, Philip Selway, Thom Yorke",70LcF31zb1H0PyJoS1Sx1r,85,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,audio_features,70LcF31zb1H0PyJoS1Sx1r,spotify:track:70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/tracks/70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/audio-analysis/70LcF31zb1H0PyJoS1Sx1r,238640,4
383,Aretha Franklin,I Say a Little Prayer,1968,"Burt Bacharach, Hal David",3NfxSdJnVdon1axzloJgba,77,0.592,0.355,9,-14.051,1,0.0352,0.478,0.0,0.0585,0.499,133.032,audio_features,3NfxSdJnVdon1axzloJgba,spotify:track:3NfxSdJnVdon1axzloJgba,https://api.spotify.com/v1/tracks/3NfxSdJnVdon1axzloJgba,https://api.spotify.com/v1/audio-analysis/3NfxSdJnVdon1axzloJgba,216773,4
384,Rob Base and DJ E-Z Rock,It Takes Two,1988,Robert Ginyard,34wzSWCuDAs0tZ2b6aw6HR,31,0.863,0.616,6,-7.411,1,0.0803,0.00919,0.0213,0.0466,0.962,127.527,audio_features,34wzSWCuDAs0tZ2b6aw6HR,spotify:track:34wzSWCuDAs0tZ2b6aw6HR,https://api.spotify.com/v1/tracks/34wzSWCuDAs0tZ2b6aw6HR,https://api.spotify.com/v1/audio-analysis/34wzSWCuDAs0tZ2b6aw6HR,105453,4
385,Etta James,At Last,1960,"Harry Warren, Mack Gordon",4Hhv2vrOTy89HFRcjU3QOx,77,0.274,0.348,5,-8.631,1,0.0293,0.547,0.0133,0.334,0.328,87.43,audio_features,4Hhv2vrOTy89HFRcjU3QOx,spotify:track:4Hhv2vrOTy89HFRcjU3QOx,https://api.spotify.com/v1/tracks/4Hhv2vrOTy89HFRcjU3QOx,https://api.spotify.com/v1/audio-analysis/4Hhv2vrOTy89HFRcjU3QOx,179693,3
386,Britney Spears,Toxic,2003,"Cathy Dennis, CKS Garage, Henrik Jonback, Pontus Winnberg",6I9VzXrHxO9rA9A5euc8Ak,84,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,audio_features,6I9VzXrHxO9rA9A5euc8Ak,spotify:track:6I9VzXrHxO9rA9A5euc8Ak,https://api.spotify.com/v1/tracks/6I9VzXrHxO9rA9A5euc8Ak,https://api.spotify.com/v1/audio-analysis/6I9VzXrHxO9rA9A5euc8Ak,198800,4
387,Stevie Wonder,Higher Ground,1973,Stevie Wonder,0dMd4rilfd6gPbXaLpNYhu,66,0.716,0.85,8,-9.949,1,0.0426,0.0631,0.00133,0.189,0.821,125.474,audio_features,0dMd4rilfd6gPbXaLpNYhu,spotify:track:0dMd4rilfd6gPbXaLpNYhu,https://api.spotify.com/v1/tracks/0dMd4rilfd6gPbXaLpNYhu,https://api.spotify.com/v1/audio-analysis/0dMd4rilfd6gPbXaLpNYhu,222600,4
388,R.E.M.,Losing My Religion,1991,"Michael Mills, Michael Stipe, Peter Buck, William Berry",31AOj9sFz2gM0O3hMARRBx,84,0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,audio_features,31AOj9sFz2gM0O3hMARRBx,spotify:track:31AOj9sFz2gM0O3hMARRBx,https://api.spotify.com/v1/tracks/31AOj9sFz2gM0O3hMARRBx,https://api.spotify.com/v1/audio-analysis/31AOj9sFz2gM0O3hMARRBx,268427,4
389,Bruce Springsteen,Thunder Road,1975,Bruce Springsteen,56lhDZNQ5J47aog6mGKeGk,66,0.369,0.758,5,-5.871,1,0.0364,0.623,1.78e-05,0.531,0.663,140.71,audio_features,56lhDZNQ5J47aog6mGKeGk,spotify:track:56lhDZNQ5J47aog6mGKeGk,https://api.spotify.com/v1/tracks/56lhDZNQ5J47aog6mGKeGk,https://api.spotify.com/v1/audio-analysis/56lhDZNQ5J47aog6mGKeGk,288720,4
390,The Beatles,Something,1969,George Harrison,0pNeVovbiZHkulpGeOx1Gj,74,0.396,0.338,0,-10.872,1,0.0304,0.198,2.62e-06,0.138,0.377,133.522,audio_features,0pNeVovbiZHkulpGeOx1Gj,spotify:track:0pNeVovbiZHkulpGeOx1Gj,https://api.spotify.com/v1/tracks/0pNeVovbiZHkulpGeOx1Gj,https://api.spotify.com/v1/audio-analysis/0pNeVovbiZHkulpGeOx1Gj,182293,4
391,Sly and the Family Stone,Everyday People,1968,Sylvester Stewart,4ZVZBc5xvMyV3WzWktn8i7,67,0.807,0.497,7,-10.656,1,0.0297,0.307,0.0327,0.043,0.765,114.524,audio_features,4ZVZBc5xvMyV3WzWktn8i7,spotify:track:4ZVZBc5xvMyV3WzWktn8i7,https://api.spotify.com/v1/tracks/4ZVZBc5xvMyV3WzWktn8i7,https://api.spotify.com/v1/audio-analysis/4ZVZBc5xvMyV3WzWktn8i7,141507,4
392,The Cure,Just Like Heaven,1987,"Boris Williams, Lol Tolhurst, Porl Thompson, Robert Smith, Simon Gallup",76GlO5H5RT6g7y0gev86Nk,68,0.43,0.971,9,-3.845,1,0.0524,0.0271,2.16e-05,0.185,0.764,151.219,audio_features,76GlO5H5RT6g7y0gev86Nk,spotify:track:76GlO5H5RT6g7y0gev86Nk,https://api.spotify.com/v1/tracks/76GlO5H5RT6g7y0gev86Nk,https://api.spotify.com/v1/audio-analysis/76GlO5H5RT6g7y0gev86Nk,212000,4
393,Wu-Tang Clan,C.R.E.A.M.,1994,Wu-Tang Clan,119c93MHjrDLJTApCVGpvx,76,0.479,0.549,11,-10.551,0,0.373,0.57,0.0235,0.127,0.576,180.985,audio_features,119c93MHjrDLJTApCVGpvx,spotify:track:119c93MHjrDLJTApCVGpvx,https://api.spotify.com/v1/tracks/119c93MHjrDLJTApCVGpvx,https://api.spotify.com/v1/audio-analysis/119c93MHjrDLJTApCVGpvx,252187,4
394,The Rolling Stones,Sympathy for the Devil,1968,"Keith Richards, Mick Jagger",1Ud6moTC0KyXMq1Oxfien0,75,0.702,0.668,9,-9.237,1,0.214,0.518,0.0,0.0588,0.561,116.063,audio_features,1Ud6moTC0KyXMq1Oxfien0,spotify:track:1Ud6moTC0KyXMq1Oxfien0,https://api.spotify.com/v1/tracks/1Ud6moTC0KyXMq1Oxfien0,https://api.spotify.com/v1/audio-analysis/1Ud6moTC0KyXMq1Oxfien0,378147,4
395,David Bowie,Life on Mars?,1971,David Bowie,3ZE3wv8V3w2T2f7nOCjV0N,74,0.442,0.384,10,-14.635,1,0.0414,0.639,7.7e-05,0.0539,0.216,123.281,audio_features,3ZE3wv8V3w2T2f7nOCjV0N,spotify:track:3ZE3wv8V3w2T2f7nOCjV0N,https://api.spotify.com/v1/tracks/3ZE3wv8V3w2T2f7nOCjV0N,https://api.spotify.com/v1/audio-analysis/3ZE3wv8V3w2T2f7nOCjV0N,235987,4
396,The Jackson 5,I Want You Back,1969,"Alphonso Mizell, Berry Gordy, Dennis Lussier, Freddie Perren",5LxvwujISqiB8vpRYv887S,78,0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,audio_features,5LxvwujISqiB8vpRYv887S,spotify:track:5LxvwujISqiB8vpRYv887S,https://api.spotify.com/v1/tracks/5LxvwujISqiB8vpRYv887S,https://api.spotify.com/v1/audio-analysis/5LxvwujISqiB8vpRYv887S,176333,4
397,Alanis Morissette,You Oughta Know,1995,"Alanis Morissette, Glen Ballard",3jS7bB0oXVOwGFZn3aE5NV,70,0.665,0.834,4,-7.737,1,0.0576,0.21,0.0,0.452,0.411,105.292,audio_features,3jS7bB0oXVOwGFZn3aE5NV,spotify:track:3jS7bB0oXVOwGFZn3aE5NV,https://api.spotify.com/v1/tracks/3jS7bB0oXVOwGFZn3aE5NV,https://api.spotify.com/v1/audio-analysis/3jS7bB0oXVOwGFZn3aE5NV,249493,4
398,Chuck Berry,Maybelline,1955,Chuck Berry,6551yUhEpYmiMLLMpvJlvh,20,0.585,0.77,10,-7.502,1,0.0582,0.492,0.0,0.172,0.825,119.631,audio_features,6551yUhEpYmiMLLMpvJlvh,spotify:track:6551yUhEpYmiMLLMpvJlvh,https://api.spotify.com/v1/tracks/6551yUhEpYmiMLLMpvJlvh,https://api.spotify.com/v1/audio-analysis/6551yUhEpYmiMLLMpvJlvh,158027,4
399,Yeah Yeah Yeahs,Maps,2003,"Brian Chase, Karen Lee Orzolek, Nicholas Joseph Zinner",0hDQV9X1Da5JrwhK8gu86p,68,0.502,0.941,7,-5.194,1,0.0716,0.000346,0.319,0.553,0.124,119.783,audio_features,0hDQV9X1Da5JrwhK8gu86p,spotify:track:0hDQV9X1Da5JrwhK8gu86p,https://api.spotify.com/v1/tracks/0hDQV9X1Da5JrwhK8gu86p,https://api.spotify.com/v1/audio-analysis/0hDQV9X1Da5JrwhK8gu86p,219987,4
400,Bob Dylan,Blowin' in the Wind,1963,Bob Dylan,18GiV1BaXzPVYpp9rmOg0E,71,0.38,0.0993,2,-20.567,1,0.0509,0.914,2.32e-05,0.0605,0.44,174.874,audio_features,18GiV1BaXzPVYpp9rmOg0E,spotify:track:18GiV1BaXzPVYpp9rmOg0E,https://api.spotify.com/v1/tracks/18GiV1BaXzPVYpp9rmOg0E,https://api.spotify.com/v1/audio-analysis/18GiV1BaXzPVYpp9rmOg0E,165427,4
401,Bee Gees,Stayin' Alive,1977,"Robin Gibb, Maurice Gibb, Barry Gibb",5ubvP9oKmxLUVq506fgLhk,80,0.702,0.773,10,-9.256,0,0.0343,0.0288,0.00871,0.147,0.953,103.564,audio_features,5ubvP9oKmxLUVq506fgLhk,spotify:track:5ubvP9oKmxLUVq506fgLhk,https://api.spotify.com/v1/tracks/5ubvP9oKmxLUVq506fgLhk,https://api.spotify.com/v1/audio-analysis/5ubvP9oKmxLUVq506fgLhk,285373,4
402,The Beatles,In My Life,1965,"John Lennon, Paul McCartney",3KfbEIOC7YIv90FIfNSZpo,75,0.688,0.435,9,-11.359,1,0.0323,0.449,0.0,0.113,0.435,103.239,audio_features,3KfbEIOC7YIv90FIfNSZpo,spotify:track:3KfbEIOC7YIv90FIfNSZpo,https://api.spotify.com/v1/tracks/3KfbEIOC7YIv90FIfNSZpo,https://api.spotify.com/v1/audio-analysis/3KfbEIOC7YIv90FIfNSZpo,146333,4
403,Patti Smith,Gloria,1975,"Patti Smith, Van Morrison",272Z4tzaSMMcgrZ0R494S2,54,0.422,0.814,9,-7.365,1,0.195,0.118,5.3e-06,0.115,0.411,147.065,audio_features,272Z4tzaSMMcgrZ0R494S2,spotify:track:272Z4tzaSMMcgrZ0R494S2,https://api.spotify.com/v1/tracks/272Z4tzaSMMcgrZ0R494S2,https://api.spotify.com/v1/audio-analysis/272Z4tzaSMMcgrZ0R494S2,354320,4
404,Jay-Z,99 Problems,2003,"Shawn Carter, Fredrick Rubin, Norman Landsberg, Felix Pappalardi, William Squier, John Ventura, Leslie Weinstein, Tracy Marrow, Alphonso Henderson, Bernard Freeman",7sLpSWxQazJzDVG6YGzlVs,68,0.494,0.887,6,-4.297,0,0.398,0.00661,0.0,0.103,0.548,89.554,audio_features,7sLpSWxQazJzDVG6YGzlVs,spotify:track:7sLpSWxQazJzDVG6YGzlVs,https://api.spotify.com/v1/tracks/7sLpSWxQazJzDVG6YGzlVs,https://api.spotify.com/v1/audio-analysis/7sLpSWxQazJzDVG6YGzlVs,234627,4
405,Oasis,Wonderwall,1995,Noel Gallagher,7ygpwy2qP3NbrxVkHvUhXY,80,0.375,0.893,2,-4.097,1,0.0406,0.000509,0.0,0.187,0.434,174.323,audio_features,7ygpwy2qP3NbrxVkHvUhXY,spotify:track:7ygpwy2qP3NbrxVkHvUhXY,https://api.spotify.com/v1/tracks/7ygpwy2qP3NbrxVkHvUhXY,https://api.spotify.com/v1/audio-analysis/7ygpwy2qP3NbrxVkHvUhXY,258773,4
406,Whitney Houston,I Will Always Love You,1992,Dolly Parton,4eHbdreAnSOrDDsFfc4Fpm,79,0.332,0.214,4,-12.518,1,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,audio_features,4eHbdreAnSOrDDsFfc4Fpm,spotify:track:4eHbdreAnSOrDDsFfc4Fpm,https://api.spotify.com/v1/tracks/4eHbdreAnSOrDDsFfc4Fpm,https://api.spotify.com/v1/audio-analysis/4eHbdreAnSOrDDsFfc4Fpm,271093,4
407,Kelly Clarkson,Since U Been Gone,2004,"Lukasz Gottwald, Martin Sandberg",3xrn9i8zhNZsTtcoWgQEAd,74,0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131.0,audio_features,3xrn9i8zhNZsTtcoWgQEAd,spotify:track:3xrn9i8zhNZsTtcoWgQEAd,https://api.spotify.com/v1/tracks/3xrn9i8zhNZsTtcoWgQEAd,https://api.spotify.com/v1/audio-analysis/3xrn9i8zhNZsTtcoWgQEAd,188960,4
408,Little Richard,"Good Golly, Miss Molly",1958,"Robert Blackwell, John Marascalco",0ZvgXNstN4o2ZXPomtBYVp,61,0.563,0.741,7,-11.947,1,0.0486,0.602,0.00251,0.325,0.967,164.15,audio_features,0ZvgXNstN4o2ZXPomtBYVp,spotify:track:0ZvgXNstN4o2ZXPomtBYVp,https://api.spotify.com/v1/tracks/0ZvgXNstN4o2ZXPomtBYVp,https://api.spotify.com/v1/audio-analysis/0ZvgXNstN4o2ZXPomtBYVp,129133,4
409,UGK feat. Outkast,Int'l Players Anthem (I Choose You),2007,"Bernard Freeman, Chad Butler, Andre Benjamin, Antwan Patton, Jordan Houston, Paul Beauregard",4ns1XFP3W5JPyzvnAjMdHD,66,0.675,0.68,4,-5.01,0,0.256,0.0655,0.0,0.354,0.845,155.698,audio_features,4ns1XFP3W5JPyzvnAjMdHD,spotify:track:4ns1XFP3W5JPyzvnAjMdHD,https://api.spotify.com/v1/tracks/4ns1XFP3W5JPyzvnAjMdHD,https://api.spotify.com/v1/audio-analysis/4ns1XFP3W5JPyzvnAjMdHD,259040,4
410,Aretha Franklin,(You Make Me Feel Like) A Natural Woman,1967,"Carole King, Gerry Goffin, Jerry Wexler",5K09WxKdlkroDyEVyOSySy,71,0.603,0.271,5,-10.083,1,0.0284,0.679,0.0,0.141,0.405,110.89,audio_features,5K09WxKdlkroDyEVyOSySy,spotify:track:5K09WxKdlkroDyEVyOSySy,https://api.spotify.com/v1/tracks/5K09WxKdlkroDyEVyOSySy,https://api.spotify.com/v1/audio-analysis/5K09WxKdlkroDyEVyOSySy,165333,3
411,The Beatles,Hey Jude,1968,"John Lennon, Paul McCartney",0aym2LBJBk9DAYuHHutrIl,77,0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,audio_features,0aym2LBJBk9DAYuHHutrIl,spotify:track:0aym2LBJBk9DAYuHHutrIl,https://api.spotify.com/v1/tracks/0aym2LBJBk9DAYuHHutrIl,https://api.spotify.com/v1/audio-analysis/0aym2LBJBk9DAYuHHutrIl,425653,4
412,Guns N," Roses, 'Sweet Child O' Mine",1987,"Duff McKagan, Jeffrey Isbell, Saul Hudson, Steven Adler, W. Axl Rose",7snQQk1zcKl8gZ92AnueZW,75,0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,audio_features,7snQQk1zcKl8gZ92AnueZW,spotify:track:7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/tracks/7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/audio-analysis/7snQQk1zcKl8gZ92AnueZW,356067,4
413,LCD Soundsystem,All My Friends,2007,"Pat Mahoney, James Murphy, Tyler Pope",2Ud3deeqLAG988pfW0Kwcl,62,0.701,0.788,2,-5.611,1,0.0425,0.148,0.625,0.0977,0.795,142.584,audio_features,2Ud3deeqLAG988pfW0Kwcl,spotify:track:2Ud3deeqLAG988pfW0Kwcl,https://api.spotify.com/v1/tracks/2Ud3deeqLAG988pfW0Kwcl,https://api.spotify.com/v1/audio-analysis/2Ud3deeqLAG988pfW0Kwcl,462267,4
414,The Rolling Stones,Tumbling Dice,1972,"Mick Jagger, Keith Richards",4hq0S6wznq7SHDyMOFXL9i,62,0.615,0.91,11,-4.248,1,0.0347,0.5,0.511,0.281,0.77,111.013,audio_features,4hq0S6wznq7SHDyMOFXL9i,spotify:track:4hq0S6wznq7SHDyMOFXL9i,https://api.spotify.com/v1/tracks/4hq0S6wznq7SHDyMOFXL9i,https://api.spotify.com/v1/audio-analysis/4hq0S6wznq7SHDyMOFXL9i,226333,4
415,Prince,Kiss,1986,Prince,62LJFaYihsdVrrkgUOJC05,75,0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,audio_features,62LJFaYihsdVrrkgUOJC05,spotify:track:62LJFaYihsdVrrkgUOJC05,https://api.spotify.com/v1/tracks/62LJFaYihsdVrrkgUOJC05,https://api.spotify.com/v1/audio-analysis/62LJFaYihsdVrrkgUOJC05,226240,4
416,Al Green,Let's Stay Together,1971,"Al Green, Al Jackson Jr., Willie Mitchell",63xdwScd1Ai1GigAwQxE8y,76,0.756,0.397,7,-10.701,0,0.0522,0.57,0.0115,0.0542,0.507,101.985,audio_features,63xdwScd1Ai1GigAwQxE8y,spotify:track:63xdwScd1Ai1GigAwQxE8y,https://api.spotify.com/v1/tracks/63xdwScd1Ai1GigAwQxE8y,https://api.spotify.com/v1/audio-analysis/63xdwScd1Ai1GigAwQxE8y,199396,4
417,Bob Dylan,Desolation Row,1965,Bob Dylan,4n1ZGm3TxYmoYe1YR8cMus,50,0.432,0.605,4,-6.941,1,0.0306,0.673,0.0,0.129,0.647,109.227,audio_features,4n1ZGm3TxYmoYe1YR8cMus,spotify:track:4n1ZGm3TxYmoYe1YR8cMus,https://api.spotify.com/v1/tracks/4n1ZGm3TxYmoYe1YR8cMus,https://api.spotify.com/v1/audio-analysis/4n1ZGm3TxYmoYe1YR8cMus,681400,4
418,Adele,Rolling in the Deep,2011,"Adele Laurie Blue Adkins, Paul Richard Epworth",1c8gk2PeTE04A1pIDH9YMk,82,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,audio_features,1c8gk2PeTE04A1pIDH9YMk,spotify:track:1c8gk2PeTE04A1pIDH9YMk,https://api.spotify.com/v1/tracks/1c8gk2PeTE04A1pIDH9YMk,https://api.spotify.com/v1/audio-analysis/1c8gk2PeTE04A1pIDH9YMk,228093,4
419,The Velvet Underground,I’m Waiting for the Man,1967,Lou Reed,3fElupNRLRJ0tbUDahPrAb,61,0.679,0.645,7,-9.765,1,0.0442,0.032,0.868,0.152,0.826,125.844,audio_features,3fElupNRLRJ0tbUDahPrAb,spotify:track:3fElupNRLRJ0tbUDahPrAb,https://api.spotify.com/v1/tracks/3fElupNRLRJ0tbUDahPrAb,https://api.spotify.com/v1/audio-analysis/3fElupNRLRJ0tbUDahPrAb,279520,4
420,Ray Charles,What'd I Say,1957,Ray Charles,5yQ9iMZXGcr5rlO4hoLsP4,64,0.54,0.681,4,-5.44,1,0.0508,0.808,0.0,0.162,0.794,88.385,audio_features,5yQ9iMZXGcr5rlO4hoLsP4,spotify:track:5yQ9iMZXGcr5rlO4hoLsP4,https://api.spotify.com/v1/tracks/5yQ9iMZXGcr5rlO4hoLsP4,https://api.spotify.com/v1/audio-analysis/5yQ9iMZXGcr5rlO4hoLsP4,307053,4
421,Amy Winehouse,Back to Black,2006,"Amy Winehouse, Mark Ronson",3FAclTFfvUuQYnEsptbK8w,80,0.403,0.422,7,-13.964,0,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,audio_features,3FAclTFfvUuQYnEsptbK8w,spotify:track:3FAclTFfvUuQYnEsptbK8w,https://api.spotify.com/v1/tracks/3FAclTFfvUuQYnEsptbK8w,https://api.spotify.com/v1/audio-analysis/3FAclTFfvUuQYnEsptbK8w,241293,4
422,The Four Tops,Reach Out (I'll Be There),1967,"Brian Holland, Eddie Holland, Lamont Dozier",6Pkj4nv5K53i64cLVgkVyY,59,0.607,0.599,3,-8.908,0,0.0282,0.0253,0.0,0.188,0.735,119.842,audio_features,6Pkj4nv5K53i64cLVgkVyY,spotify:track:6Pkj4nv5K53i64cLVgkVyY,https://api.spotify.com/v1/tracks/6Pkj4nv5K53i64cLVgkVyY,https://api.spotify.com/v1/audio-analysis/6Pkj4nv5K53i64cLVgkVyY,178533,4
423,The Modern Lovers,Roadrunner,1976,Jonathan Richman,5E5HYgxGMp3BPakHGfKfIB,59,0.462,0.84,2,-6.666,1,0.0346,4.98e-05,6.47e-05,0.0893,0.804,75.54,audio_features,5E5HYgxGMp3BPakHGfKfIB,spotify:track:5E5HYgxGMp3BPakHGfKfIB,https://api.spotify.com/v1/tracks/5E5HYgxGMp3BPakHGfKfIB,https://api.spotify.com/v1/audio-analysis/5E5HYgxGMp3BPakHGfKfIB,246440,4
424,Johnny Cash,I Walk the Line,1956,Johnny Cash,7hxZF4jETnE5Q75rKQnMjE,68,0.713,0.258,9,-14.59,1,0.0384,0.877,0.00606,0.0967,0.56,98.805,audio_features,7hxZF4jETnE5Q75rKQnMjE,spotify:track:7hxZF4jETnE5Q75rKQnMjE,https://api.spotify.com/v1/tracks/7hxZF4jETnE5Q75rKQnMjE,https://api.spotify.com/v1/audio-analysis/7hxZF4jETnE5Q75rKQnMjE,176533,4
425,Pulp,Common People,1996,"Candida Doyle, Jarvis Cocker, Nick Banks, Russell Senior, Steve Mackey",2fXKyAyPrEa24c6PJyqznF,72,0.314,0.797,0,-9.026,1,0.038,0.0057,5.59e-05,0.0718,0.569,145.393,audio_features,2fXKyAyPrEa24c6PJyqznF,spotify:track:2fXKyAyPrEa24c6PJyqznF,https://api.spotify.com/v1/tracks/2fXKyAyPrEa24c6PJyqznF,https://api.spotify.com/v1/audio-analysis/2fXKyAyPrEa24c6PJyqznF,351627,4
426,Leonard Cohen,Hallelujah,1984,Leonard Cohen,7yzbimr8WVyAtBX3Eg6UL9,67,0.28,0.344,0,-12.577,1,0.0293,0.715,0.00642,0.133,0.232,171.143,audio_features,7yzbimr8WVyAtBX3Eg6UL9,spotify:track:7yzbimr8WVyAtBX3Eg6UL9,https://api.spotify.com/v1/tracks/7yzbimr8WVyAtBX3Eg6UL9,https://api.spotify.com/v1/audio-analysis/7yzbimr8WVyAtBX3Eg6UL9,277160,3
427,Beyoncé,Formation,2016,"Aaquil Brown, Beyoncé, Khalif Brown, Michael L. Williams II",6g0Orsxv6glTJCt4cHsRsQ,75,0.896,0.621,5,-6.857,0,0.237,0.00532,0.0,0.196,0.818,121.966,audio_features,6g0Orsxv6glTJCt4cHsRsQ,spotify:track:6g0Orsxv6glTJCt4cHsRsQ,https://api.spotify.com/v1/tracks/6g0Orsxv6glTJCt4cHsRsQ,https://api.spotify.com/v1/audio-analysis/6g0Orsxv6glTJCt4cHsRsQ,206080,4
428,The Beatles,Yesterday,1965,"John Lennon, Paul McCartney",3BQHpFgAp4l80e1XslIjNI,79,0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529,audio_features,3BQHpFgAp4l80e1XslIjNI,spotify:track:3BQHpFgAp4l80e1XslIjNI,https://api.spotify.com/v1/tracks/3BQHpFgAp4l80e1XslIjNI,https://api.spotify.com/v1/audio-analysis/3BQHpFgAp4l80e1XslIjNI,125667,4
429,Tracy Chapman,Fast Car,1988,Tracy Chapman,2M9ro2krNb7nr7HSprkEgo,79,0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,audio_features,2M9ro2krNb7nr7HSprkEgo,spotify:track:2M9ro2krNb7nr7HSprkEgo,https://api.spotify.com/v1/tracks/2M9ro2krNb7nr7HSprkEgo,https://api.spotify.com/v1/audio-analysis/2M9ro2krNb7nr7HSprkEgo,296800,4
430,Elvis Presley,Suspicious Minds,1969,Mark James,1H5IfYyIIAlgDX8zguUzns,74,0.487,0.382,7,-10.889,1,0.0309,0.0422,4.74e-06,0.411,0.714,116.557,audio_features,1H5IfYyIIAlgDX8zguUzns,spotify:track:1H5IfYyIIAlgDX8zguUzns,https://api.spotify.com/v1/tracks/1H5IfYyIIAlgDX8zguUzns,https://api.spotify.com/v1/audio-analysis/1H5IfYyIIAlgDX8zguUzns,261280,4
431,Taylor Swift,All Too Well,2012,"Taylor Swift, Liz Rose",5enxwA8aAbwZbf5qCHORXi,91,0.631,0.518,0,-8.771,1,0.0303,0.274,0.0,0.088,0.205,93.023,audio_features,5enxwA8aAbwZbf5qCHORXi,spotify:track:5enxwA8aAbwZbf5qCHORXi,https://api.spotify.com/v1/tracks/5enxwA8aAbwZbf5qCHORXi,https://api.spotify.com/v1/audio-analysis/5enxwA8aAbwZbf5qCHORXi,613027,4
