,Artist,Title,Year,Writers,Spotify id,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,Kanye West,Stronger,2007,"Mike Dean, Edwin Birdsong, Guy-Manuel de Homem-Christo, Kanye West, Thomas Banghalter",4fzsfWzRhPawzqhX8Qt9F3,84,0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,audio_features,4fzsfWzRhPawzqhX8Qt9F3,spotify:track:4fzsfWzRhPawzqhX8Qt9F3,https://api.spotify.com/v1/tracks/4fzsfWzRhPawzqhX8Qt9F3,https://api.spotify.com/v1/audio-analysis/4fzsfWzRhPawzqhX8Qt9F3,311867,4
1,The Supremes,Baby Love,1964,"Brian Holland, Lamont Dozier, Eddie Holland",5uES1C2NgkdrNHiCwf9jRr,69,0.595,0.643,5,-9.275,1,0.0365,0.76,0.0,0.538,0.73,135.633,audio_features,5uES1C2NgkdrNHiCwf9jRr,spotify:track:5uES1C2NgkdrNHiCwf9jRr,https://api.spotify.com/v1/tracks/5uES1C2NgkdrNHiCwf9jRr,https://api.spotify.com/v1/audio-analysis/5uES1C2NgkdrNHiCwf9jRr,158040,4
2,Townes Van Zandt,Pancho and Lefty,1972,Townes Van Zandt,42Wb5T7YmdrzVD81cUWWAg,33,0.257,0.453,2,-8.063,1,0.0305,0.44,5.05e-06,0.564,0.397,148.848,audio_features,42Wb5T7YmdrzVD81cUWWAg,spotify:track:42Wb5T7YmdrzVD81cUWWAg,https://api.spotify.com/v1/tracks/42Wb5T7YmdrzVD81cUWWAg,https://api.spotify.com/v1/audio-analysis/42Wb5T7YmdrzVD81cUWWAg,241080,4
3,Lizzo,Truth Hurts,2017,"Eric Frederic, Amina Patrice, Bogle-Barriteau, Melissa Jefferson, Steven Cheungjesse Saint John",3HWzoMvoF3TQfYg4UPszDq,78,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,audio_features,3HWzoMvoF3TQfYg4UPszDq,spotify:track:3HWzoMvoF3TQfYg4UPszDq,https://api.spotify.com/v1/tracks/3HWzoMvoF3TQfYg4UPszDq,https://api.spotify.com/v1/audio-analysis/3HWzoMvoF3TQfYg4UPszDq,173325,4
4,Harry Nilsson,Without You,1971,"Peter Ham, Tom Evans",6MrILERJLA3Jcq0E9poZsp,70,0.381,0.186,4,-15.477,1,0.029,0.613,2.75e-06,0.0694,0.142,65.058,audio_features,6MrILERJLA3Jcq0E9poZsp,spotify:track:6MrILERJLA3Jcq0E9poZsp,https://api.spotify.com/v1/tracks/6MrILERJLA3Jcq0E9poZsp,https://api.spotify.com/v1/audio-analysis/6MrILERJLA3Jcq0E9poZsp,201000,4
5,Carly Simon,You're So Vain,1972,Carly Simon,2DnJjbjNTV9Nd5NOa1KGba,76,0.659,0.678,0,-8.18,1,0.0313,0.157,6.69e-06,0.0784,0.647,106.186,audio_features,2DnJjbjNTV9Nd5NOa1KGba,spotify:track:2DnJjbjNTV9Nd5NOa1KGba,https://api.spotify.com/v1/tracks/2DnJjbjNTV9Nd5NOa1KGba,https://api.spotify.com/v1/audio-analysis/2DnJjbjNTV9Nd5NOa1KGba,258411,4
6,Cyndi Lauper,Time After Time,1983,"Cyndi Lauper, Rob Hyman",7o9uu2GDtVDr9nsR7ZRN73,76,0.726,0.449,0,-9.206,1,0.0286,0.487,1.34e-06,0.0824,0.294,130.388,audio_features,7o9uu2GDtVDr9nsR7ZRN73,spotify:track:7o9uu2GDtVDr9nsR7ZRN73,https://api.spotify.com/v1/tracks/7o9uu2GDtVDr9nsR7ZRN73,https://api.spotify.com/v1/audio-analysis/7o9uu2GDtVDr9nsR7ZRN73,241333,4
7,The Pixies,Where Is My Mind?,1988,Black Francis,7wCmS9TTVUcIhRalDYFgPy,79,0.519,0.441,4,-14.178,1,0.0353,0.0204,0.000453,0.076,0.25,81.334,audio_features,7wCmS9TTVUcIhRalDYFgPy,spotify:track:7wCmS9TTVUcIhRalDYFgPy,https://api.spotify.com/v1/tracks/7wCmS9TTVUcIhRalDYFgPy,https://api.spotify.com/v1/audio-analysis/7wCmS9TTVUcIhRalDYFgPy,234973,4
8,Miles Davis,So What,1959,Miles Davis,4vLYewWIvqHfKtJDk8c8tq,63,0.532,0.151,0,-17.266,1,0.0376,0.706,0.00136,0.116,0.211,136.759,audio_features,4vLYewWIvqHfKtJDk8c8tq,spotify:track:4vLYewWIvqHfKtJDk8c8tq,https://api.spotify.com/v1/tracks/4vLYewWIvqHfKtJDk8c8tq,https://api.spotify.com/v1/audio-analysis/4vLYewWIvqHfKtJDk8c8tq,562640,4
9,Guns N," Roses, 'Welcome to the Jungle",1987,"Duff McKagan, Jeffrey Isbell, Saul Hudson, Steven Adler, W. Axl Rose",0G21yYKMZoHa30cYVi1iA8,74,0.453,0.987,8,-4.485,1,0.0889,0.0195,0.283,0.268,0.316,123.544,audio_features,0G21yYKMZoHa30cYVi1iA8,spotify:track:0G21yYKMZoHa30cYVi1iA8,https://api.spotify.com/v1/tracks/0G21yYKMZoHa30cYVi1iA8,https://api.spotify.com/v1/audio-analysis/0G21yYKMZoHa30cYVi1iA8,273480,4
10,Lil Nas X,Old Town Road,2019,"Atticus Matthew Ross, Kiowa Roukema, Michael Trent Reznor, Montero Lamar Hill",2YpeDb67231RjR0MgVLzsG,81,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,audio_features,2YpeDb67231RjR0MgVLzsG,spotify:track:2YpeDb67231RjR0MgVLzsG,https://api.spotify.com/v1/tracks/2YpeDb67231RjR0MgVLzsG,https://api.spotify.com/v1/audio-analysis/2YpeDb67231RjR0MgVLzsG,157067,4
11,The Breeders,Cannonball,1993,Kim Deal,1KdwPeY1WRWQGHCmRJTveb,67,0.502,0.758,3,-9.76,1,0.0407,0.00915,0.783,0.284,0.729,112.499,audio_features,1KdwPeY1WRWQGHCmRJTveb,spotify:track:1KdwPeY1WRWQGHCmRJTveb,https://api.spotify.com/v1/tracks/1KdwPeY1WRWQGHCmRJTveb,https://api.spotify.com/v1/audio-analysis/1KdwPeY1WRWQGHCmRJTveb,213693,4
12,The Weeknd,House of Balloons,2011,"Abel Tesfaye, Carlo Montagnese, Dom McKinney, John Martin, Peter Clarke, Steven Severin, Susan Ballion",50iiDJGpAPdr2VTrz999XA,71,0.65,0.711,0,-5.417,1,0.0377,0.0123,0.00943,0.301,0.319,89.019,audio_features,50iiDJGpAPdr2VTrz999XA,spotify:track:50iiDJGpAPdr2VTrz999XA,https://api.spotify.com/v1/tracks/50iiDJGpAPdr2VTrz999XA,https://api.spotify.com/v1/audio-analysis/50iiDJGpAPdr2VTrz999XA,405213,4
13,Solange,Cranes in the Sky,2016,"Raphael Saadiq, Solange Knowles",48EjSdYh8wz2gBxxqzrsLe,67,0.719,0.615,6,-5.972,1,0.045,0.408,0.000147,0.235,0.465,96.988,audio_features,48EjSdYh8wz2gBxxqzrsLe,spotify:track:48EjSdYh8wz2gBxxqzrsLe,https://api.spotify.com/v1/tracks/48EjSdYh8wz2gBxxqzrsLe,https://api.spotify.com/v1/audio-analysis/48EjSdYh8wz2gBxxqzrsLe,250973,4
14,Lil Wayne,A Milli,2009,"Ali Shaheed Jones-Muhammad, Dwayne Carter, Kamaal Fareed, Shondrae Crawford",6ScJMrlpiLfZUGtWp4QIVt,72,0.674,0.695,6,-8.636,0,0.278,0.0387,0.00202,0.194,0.773,151.486,audio_features,6ScJMrlpiLfZUGtWp4QIVt,spotify:track:6ScJMrlpiLfZUGtWp4QIVt,https://api.spotify.com/v1/tracks/6ScJMrlpiLfZUGtWp4QIVt,https://api.spotify.com/v1/audio-analysis/6ScJMrlpiLfZUGtWp4QIVt,221840,4
15,Azealia Banks,212,2011,"Azealia Banks, Jef Martens",16EMONl2vH3rt9f4ehTG8g,71,0.846,0.772,11,-5.735,0,0.259,0.0123,0.000106,0.0769,0.622,125.998,audio_features,16EMONl2vH3rt9f4ehTG8g,spotify:track:16EMONl2vH3rt9f4ehTG8g,https://api.spotify.com/v1/tracks/16EMONl2vH3rt9f4ehTG8g,https://api.spotify.com/v1/audio-analysis/16EMONl2vH3rt9f4ehTG8g,204957,4
16,Weezer,Buddy Holly,1994,Rivers Cuomo,3mwvKOyMmG77zZRunnxp9E,75,0.556,0.92,8,-4.606,1,0.0367,0.00271,0.00021,0.117,0.771,121.138,audio_features,3mwvKOyMmG77zZRunnxp9E,spotify:track:3mwvKOyMmG77zZRunnxp9E,https://api.spotify.com/v1/tracks/3mwvKOyMmG77zZRunnxp9E,https://api.spotify.com/v1/audio-analysis/3mwvKOyMmG77zZRunnxp9E,159227,4
17,The Four Tops,"I Can't Help Myself (Sugar Pie, Honey Bunch)",1965,"Brian Holland, Eddie Holland, Lamont Dozier",6b6IMqP565TbtFFZg9iFf3,74,0.667,0.599,0,-8.894,1,0.0291,0.245,0.0,0.107,0.971,127.935,audio_features,6b6IMqP565TbtFFZg9iFf3,spotify:track:6b6IMqP565TbtFFZg9iFf3,https://api.spotify.com/v1/tracks/6b6IMqP565TbtFFZg9iFf3,https://api.spotify.com/v1/audio-analysis/6b6IMqP565TbtFFZg9iFf3,160280,4
18,Lady Gaga,Bad Romance,2009,"Stefani Germanotta, Nadir Khayat",0SiywuOBRcynK0uKGWdCnn,83,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,audio_features,0SiywuOBRcynK0uKGWdCnn,spotify:track:0SiywuOBRcynK0uKGWdCnn,https://api.spotify.com/v1/tracks/0SiywuOBRcynK0uKGWdCnn,https://api.spotify.com/v1/audio-analysis/0SiywuOBRcynK0uKGWdCnn,294573,4
19,Robert Johnson,Cross Road Blues,1937,Robert Johnson,1TrGdXSgiBm8W68D2K1COG,54,0.675,0.311,9,-11.959,1,0.0525,0.93,0.000261,0.102,0.638,97.159,audio_features,1TrGdXSgiBm8W68D2K1COG,spotify:track:1TrGdXSgiBm8W68D2K1COG,https://api.spotify.com/v1/tracks/1TrGdXSgiBm8W68D2K1COG,https://api.spotify.com/v1/audio-analysis/1TrGdXSgiBm8W68D2K1COG,149560,4
20,Biz Markie,Just a Friend,1989,"Marcell Hall, Marley Marl",3yNVfRQlUPViUh8O2V9SQn,63,0.862,0.663,0,-9.004,1,0.21,0.12,0.0,0.318,0.837,85.308,audio_features,3yNVfRQlUPViUh8O2V9SQn,spotify:track:3yNVfRQlUPViUh8O2V9SQn,https://api.spotify.com/v1/tracks/3yNVfRQlUPViUh8O2V9SQn,https://api.spotify.com/v1/audio-analysis/3yNVfRQlUPViUh8O2V9SQn,238267,4
21,Santana,Oye Como Va,1970,Tito Puente,5u6y4u5EgDv0peILf60H5t,68,0.736,0.379,7,-13.208,1,0.0539,0.301,0.345,0.104,0.948,128.399,audio_features,5u6y4u5EgDv0peILf60H5t,spotify:track:5u6y4u5EgDv0peILf60H5t,https://api.spotify.com/v1/tracks/5u6y4u5EgDv0peILf60H5t,https://api.spotify.com/v1/audio-analysis/5u6y4u5EgDv0peILf60H5t,256933,4
22,Juvenile feat. Lil Wayne and Mannie Fresh,Back That Azz Up,1998,"Byron Thomas, Terius Gray",6o2g1BJvtYQssH84kBYs7y,70,0.874,0.714,7,-6.664,1,0.129,0.0155,0.0,0.0968,0.541,95.826,audio_features,6o2g1BJvtYQssH84kBYs7y,spotify:track:6o2g1BJvtYQssH84kBYs7y,https://api.spotify.com/v1/tracks/6o2g1BJvtYQssH84kBYs7y,https://api.spotify.com/v1/audio-analysis/6o2g1BJvtYQssH84kBYs7y,265600,4
23,The Go-Gos,Our Lips Are Sealed,1981,"Jane Wiedlin, Terence Edward Hall",1GVnAD8Iz45rux6EC657Yv,64,0.608,0.864,8,-7.101,1,0.0522,0.0444,2.95e-06,0.0341,0.947,131.208,audio_features,1GVnAD8Iz45rux6EC657Yv,spotify:track:1GVnAD8Iz45rux6EC657Yv,https://api.spotify.com/v1/tracks/1GVnAD8Iz45rux6EC657Yv,https://api.spotify.com/v1/audio-analysis/1GVnAD8Iz45rux6EC657Yv,167960,4
24,Kris Kristofferson,Sunday Mornin' Comin' Down,1970,Kris Kristofferson,4JwFrnLLSO4qqxOeHQATf4,42,0.515,0.263,9,-15.13,1,0.0383,0.474,0.000138,0.111,0.519,78.904,audio_features,4JwFrnLLSO4qqxOeHQATf4,spotify:track:4JwFrnLLSO4qqxOeHQATf4,https://api.spotify.com/v1/tracks/4JwFrnLLSO4qqxOeHQATf4,https://api.spotify.com/v1/audio-analysis/4JwFrnLLSO4qqxOeHQATf4,270707,4
25,Janet Jackson,Rhythm Nation,1989,"James Harris, Janet Jackson, Sly Stone, Terry Lewis",4nTYxxF8iWBq54LO3dBUie,57,0.633,0.931,1,-7.752,1,0.0686,0.0504,0.109,0.375,0.676,109.116,audio_features,4nTYxxF8iWBq54LO3dBUie,spotify:track:4nTYxxF8iWBq54LO3dBUie,https://api.spotify.com/v1/tracks/4nTYxxF8iWBq54LO3dBUie,https://api.spotify.com/v1/audio-analysis/4nTYxxF8iWBq54LO3dBUie,330933,4
26,Curtis Mayfield,Move On Up,1970,Curtis Mayfield,0MHXrqn909p0LRTPsNsGEi,72,0.538,0.969,11,-5.626,0,0.0906,0.417,0.00154,0.119,0.928,138.652,audio_features,0MHXrqn909p0LRTPsNsGEi,spotify:track:0MHXrqn909p0LRTPsNsGEi,https://api.spotify.com/v1/tracks/0MHXrqn909p0LRTPsNsGEi,https://api.spotify.com/v1/audio-analysis/0MHXrqn909p0LRTPsNsGEi,165790,4
27,Tammy Wynette,Stand by Your Man,1968,"Billy Sherrill, Tammy Wynette",6xatfNMI8NkY5XxRHAeiS4,61,0.517,0.246,9,-11.992,1,0.0308,0.788,0.00105,0.133,0.525,105.24,audio_features,6xatfNMI8NkY5XxRHAeiS4,spotify:track:6xatfNMI8NkY5XxRHAeiS4,https://api.spotify.com/v1/tracks/6xatfNMI8NkY5XxRHAeiS4,https://api.spotify.com/v1/audio-analysis/6xatfNMI8NkY5XxRHAeiS4,159760,4
28,Peter Gabriel,Solsbury Hill,1977,Peter Gabriel,1CM1wOqD2AIjt2MWd31LV2,64,0.683,0.63,11,-8.844,1,0.0296,0.363,0.000873,0.314,0.481,102.457,audio_features,1CM1wOqD2AIjt2MWd31LV2,spotify:track:1CM1wOqD2AIjt2MWd31LV2,https://api.spotify.com/v1/tracks/1CM1wOqD2AIjt2MWd31LV2,https://api.spotify.com/v1/audio-analysis/1CM1wOqD2AIjt2MWd31LV2,261440,1
29,The Animals,The House of the Rising Sun,1964,Alan Price,7BY005dacJkbO6EPiOh2wb,72,0.295,0.584,9,-6.696,0,0.0345,0.000385,0.218,0.0996,0.228,117.2,audio_features,7BY005dacJkbO6EPiOh2wb,spotify:track:7BY005dacJkbO6EPiOh2wb,https://api.spotify.com/v1/tracks/7BY005dacJkbO6EPiOh2wb,https://api.spotify.com/v1/audio-analysis/7BY005dacJkbO6EPiOh2wb,271280,3
30,Gladys Knight and the Pips,Midnight Train to Georgia,1973,Jim Weatherly,7MF7QAodbGzNYav5ZfIhAY,74,0.595,0.379,10,-12.058,0,0.0454,0.271,2.81e-05,0.1,0.448,92.006,audio_features,7MF7QAodbGzNYav5ZfIhAY,spotify:track:7MF7QAodbGzNYav5ZfIhAY,https://api.spotify.com/v1/tracks/7MF7QAodbGzNYav5ZfIhAY,https://api.spotify.com/v1/audio-analysis/7MF7QAodbGzNYav5ZfIhAY,279333,4
31,Dixie Chicks,Goodbye Earl,2000,Dennis Linde,7rqaqQurHzR5xHAhdm1gmM,65,0.705,0.7,0,-7.38,1,0.0295,0.0192,0.0,0.0755,0.765,122.841,audio_features,7rqaqQurHzR5xHAhdm1gmM,spotify:track:7rqaqQurHzR5xHAhdm1gmM,https://api.spotify.com/v1/tracks/7rqaqQurHzR5xHAhdm1gmM,https://api.spotify.com/v1/audio-analysis/7rqaqQurHzR5xHAhdm1gmM,258640,4
32,Mazzy Star,Fade Into You,1993,"David Roback, Hope Sandoval",1LzNfuep1bnAUR9skqdHCK,76,0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,audio_features,1LzNfuep1bnAUR9skqdHCK,spotify:track:1LzNfuep1bnAUR9skqdHCK,https://api.spotify.com/v1/tracks/1LzNfuep1bnAUR9skqdHCK,https://api.spotify.com/v1/audio-analysis/1LzNfuep1bnAUR9skqdHCK,295600,3
33,Nirvana,Come as You Are,1991,Kurt Cobain,4P5KoWXOxwuobLmHXLMobV,77,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,audio_features,4P5KoWXOxwuobLmHXLMobV,spotify:track:4P5KoWXOxwuobLmHXLMobV,https://api.spotify.com/v1/tracks/4P5KoWXOxwuobLmHXLMobV,https://api.spotify.com/v1/audio-analysis/4P5KoWXOxwuobLmHXLMobV,218920,4
34,Luther Vandross,Never Too Much,1981,Luther Vandross,3nFJbZCHP4d9vduKjJLdBL,73,0.734,0.586,2,-11.866,1,0.129,0.125,0.0,0.0367,0.762,109.933,audio_features,3nFJbZCHP4d9vduKjJLdBL,spotify:track:3nFJbZCHP4d9vduKjJLdBL,https://api.spotify.com/v1/tracks/3nFJbZCHP4d9vduKjJLdBL,https://api.spotify.com/v1/audio-analysis/3nFJbZCHP4d9vduKjJLdBL,230467,4
35,Daft Punk feat. Pharrell Williams,Get Lucky,2013,"Thomas Bangalter, Guy-Manuel de Homem-Christo, Nile Rodgers, Pharrell Williams",2Foc5Q5nqNiosCNqttzHof,81,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,audio_features,2Foc5Q5nqNiosCNqttzHof,spotify:track:2Foc5Q5nqNiosCNqttzHof,https://api.spotify.com/v1/tracks/2Foc5Q5nqNiosCNqttzHof,https://api.spotify.com/v1/audio-analysis/2Foc5Q5nqNiosCNqttzHof,248413,4
36,Joni Mitchell,Help Me,1974,Joni Mitchell,7pbQk3fYg7w0jwBMg9j8Lg,18,0.48,0.801,0,-6.107,1,0.106,0.248,0.000998,0.733,0.733,157.19,audio_features,7pbQk3fYg7w0jwBMg9j8Lg,spotify:track:7pbQk3fYg7w0jwBMg9j8Lg,https://api.spotify.com/v1/tracks/7pbQk3fYg7w0jwBMg9j8Lg,https://api.spotify.com/v1/audio-analysis/7pbQk3fYg7w0jwBMg9j8Lg,282890,4
37,John Lee Hooker,Boom Boom,1962,John Lee Hooker,2Mr1bGI2E10K7Mt1UJZ6Mw,63,0.441,0.455,10,-14.207,1,0.0485,0.62,0.00187,0.135,0.918,160.9,audio_features,2Mr1bGI2E10K7Mt1UJZ6Mw,spotify:track:2Mr1bGI2E10K7Mt1UJZ6Mw,https://api.spotify.com/v1/tracks/2Mr1bGI2E10K7Mt1UJZ6Mw,https://api.spotify.com/v1/audio-analysis/2Mr1bGI2E10K7Mt1UJZ6Mw,152351,4
38,Van Morrison,Into the Mystic,1970,Van Morrison,3lh3iiiJeiBXHSZw6u0kh6,74,0.608,0.524,8,-10.266,1,0.0309,0.367,0.00254,0.115,0.797,86.204,audio_features,3lh3iiiJeiBXHSZw6u0kh6,spotify:track:3lh3iiiJeiBXHSZw6u0kh6,https://api.spotify.com/v1/tracks/3lh3iiiJeiBXHSZw6u0kh6,https://api.spotify.com/v1/audio-analysis/3lh3iiiJeiBXHSZw6u0kh6,205613,4
39,Roy Orbison,Crying,1962,"Joe Melson, Roy Orbison",6eLL7QTdMWdhhG4i3jHDR9,61,0.35,0.293,2,-9.502,1,0.0258,0.758,8.21e-06,0.104,0.162,96.685,audio_features,6eLL7QTdMWdhhG4i3jHDR9,spotify:track:6eLL7QTdMWdhhG4i3jHDR9,https://api.spotify.com/v1/tracks/6eLL7QTdMWdhhG4i3jHDR9,https://api.spotify.com/v1/audio-analysis/6eLL7QTdMWdhhG4i3jHDR9,166467,4
40,Steel Pulse,Ku Klux Klan,1978,David Hinds,1ViW8CWCiUff8iwlSpeI1r,41,0.737,0.504,9,-12.201,0,0.238,0.0143,0.0,0.0543,0.825,130.56,audio_features,1ViW8CWCiUff8iwlSpeI1r,spotify:track:1ViW8CWCiUff8iwlSpeI1r,https://api.spotify.com/v1/tracks/1ViW8CWCiUff8iwlSpeI1r,https://api.spotify.com/v1/audio-analysis/1ViW8CWCiUff8iwlSpeI1r,215027,4
41,Sade,No Ordinary Love,1992,"Helen Adu, Stuart Matthewman",1oaaSrDJimABpOdCEbw2DJ,68,0.629,0.364,11,-12.259,0,0.038,0.467,0.0204,0.0941,0.701,166.266,audio_features,1oaaSrDJimABpOdCEbw2DJ,spotify:track:1oaaSrDJimABpOdCEbw2DJ,https://api.spotify.com/v1/tracks/1oaaSrDJimABpOdCEbw2DJ,https://api.spotify.com/v1/audio-analysis/1oaaSrDJimABpOdCEbw2DJ,440467,4
42,Beck,Loser,1993,"Beck Hansen, Karl F. Stephenson",5PntSbMHC1ud6Vvl8x56qd,72,0.654,0.611,2,-10.45,1,0.119,0.0337,0.000178,0.405,0.786,85.387,audio_features,5PntSbMHC1ud6Vvl8x56qd,spotify:track:5PntSbMHC1ud6Vvl8x56qd,https://api.spotify.com/v1/tracks/5PntSbMHC1ud6Vvl8x56qd,https://api.spotify.com/v1/audio-analysis/5PntSbMHC1ud6Vvl8x56qd,235000,4
43,Bon Jovi,Livin' on a Prayer,1986,"Desmond Child, Jon Bon Jovi, Richie Sambora",37ZJ0p5Jm13JPevGcx4SkF,85,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,audio_features,37ZJ0p5Jm13JPevGcx4SkF,spotify:track:37ZJ0p5Jm13JPevGcx4SkF,https://api.spotify.com/v1/tracks/37ZJ0p5Jm13JPevGcx4SkF,https://api.spotify.com/v1/audio-analysis/37ZJ0p5Jm13JPevGcx4SkF,249293,4
44,Lana Del Rey,Summertime Sadness,2012,"Elizabeth Grant, Rick Nowels",2dBwB667LHQkLhdYlwLUZK,66,0.565,0.654,1,-6.826,0,0.0335,0.0542,1.8e-06,0.122,0.235,111.968,audio_features,2dBwB667LHQkLhdYlwLUZK,spotify:track:2dBwB667LHQkLhdYlwLUZK,https://api.spotify.com/v1/tracks/2dBwB667LHQkLhdYlwLUZK,https://api.spotify.com/v1/audio-analysis/2dBwB667LHQkLhdYlwLUZK,265427,4
45,Jefferson Airplane,White Rabbit,1967,Grace Slick,4vpeKl0vMGdAXpZiQB2Dtd,74,0.551,0.293,2,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,audio_features,4vpeKl0vMGdAXpZiQB2Dtd,spotify:track:4vpeKl0vMGdAXpZiQB2Dtd,https://api.spotify.com/v1/tracks/4vpeKl0vMGdAXpZiQB2Dtd,https://api.spotify.com/v1/audio-analysis/4vpeKl0vMGdAXpZiQB2Dtd,150640,4
46,Sister Nancy,Bam Bam,1982,Ophlin Russell,7ixiCZEHWHc8FxaQXQh2P4,68,0.722,0.605,5,-6.07,1,0.153,0.825,0.0178,0.248,0.709,165.998,audio_features,7ixiCZEHWHc8FxaQXQh2P4,spotify:track:7ixiCZEHWHc8FxaQXQh2P4,https://api.spotify.com/v1/tracks/7ixiCZEHWHc8FxaQXQh2P4,https://api.spotify.com/v1/audio-analysis/7ixiCZEHWHc8FxaQXQh2P4,196507,4
47,Missy Elliot,The Rain (Supa Dupa Fly),1997,"Melissa Elliott, Ann Peebles, Bernard Miller, Don Bryant, Timothy Mosley, William Hart
",2WRzpLD8qDRrxMXc63E5WJ,61,0.836,0.595,6,-9.338,1,0.201,0.141,0.00375,0.329,0.762,79.98,audio_features,2WRzpLD8qDRrxMXc63E5WJ,spotify:track:2WRzpLD8qDRrxMXc63E5WJ,https://api.spotify.com/v1/tracks/2WRzpLD8qDRrxMXc63E5WJ,https://api.spotify.com/v1/audio-analysis/2WRzpLD8qDRrxMXc63E5WJ,251000,4
48,Toto,Africa,1982,"David Paich, Jeffrey Porcaro",2374M0fQpWi3dLnB54qaLX,84,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,audio_features,2374M0fQpWi3dLnB54qaLX,spotify:track:2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/tracks/2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/audio-analysis/2374M0fQpWi3dLnB54qaLX,295893,4
49,Migos feat. Lil Uzi Vert,Bad and Boujee,2016,"Robert Mandell, Kiari Cephus, Kirsnick Ball, Leland Wayne, Quavious Marshall, Symere Woods",4Km5HrUvYTaSUfiSGPJeQR,76,0.926,0.666,11,-5.314,1,0.244,0.0611,0.0,0.123,0.168,127.079,audio_features,4Km5HrUvYTaSUfiSGPJeQR,spotify:track:4Km5HrUvYTaSUfiSGPJeQR,https://api.spotify.com/v1/tracks/4Km5HrUvYTaSUfiSGPJeQR,https://api.spotify.com/v1/audio-analysis/4Km5HrUvYTaSUfiSGPJeQR,343150,4
50,Neil Young,Powderfinger,1979,Neil Young,4oxOW7Uif9KA0asEWqRK0N,11,0.621,0.257,7,-11.088,1,0.026,0.715,0.000355,0.0996,0.176,80.124,audio_features,4oxOW7Uif9KA0asEWqRK0N,spotify:track:4oxOW7Uif9KA0asEWqRK0N,https://api.spotify.com/v1/tracks/4oxOW7Uif9KA0asEWqRK0N,https://api.spotify.com/v1/audio-analysis/4oxOW7Uif9KA0asEWqRK0N,314013,4
51,Blue Öyster Cult,(Don’t Fear) The Reaper,1976,Donald Roeser,5QTxFnGygVM4jFQiBovmRo,77,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,audio_features,5QTxFnGygVM4jFQiBovmRo,spotify:track:5QTxFnGygVM4jFQiBovmRo,https://api.spotify.com/v1/tracks/5QTxFnGygVM4jFQiBovmRo,https://api.spotify.com/v1/audio-analysis/5QTxFnGygVM4jFQiBovmRo,308120,4
52,Erykah Badu,Tyrone,1997,"Erica Wright, Erykah Badu, Norman Hurt",1MCem6JigI6jgQPMgriKbU,55,0.464,0.598,1,-10.051,0,0.112,0.0241,2.6e-05,0.977,0.353,130.373,audio_features,1MCem6JigI6jgQPMgriKbU,spotify:track:1MCem6JigI6jgQPMgriKbU,https://api.spotify.com/v1/tracks/1MCem6JigI6jgQPMgriKbU,https://api.spotify.com/v1/audio-analysis/1MCem6JigI6jgQPMgriKbU,221867,3
53,The Beatles,Help!,1965,"John Lennon, Paul McCartney",7DD7eSuYSC5xk2ArU62esN,74,0.534,0.725,6,-7.576,0,0.0332,0.188,0.0,0.0994,0.763,95.003,audio_features,7DD7eSuYSC5xk2ArU62esN,spotify:track:7DD7eSuYSC5xk2ArU62esN,https://api.spotify.com/v1/tracks/7DD7eSuYSC5xk2ArU62esN,https://api.spotify.com/v1/audio-analysis/7DD7eSuYSC5xk2ArU62esN,139560,4
54,Bruce Springsteen,Rosalita (Come Out Tonight),1973,Bruce Springsteen ,4Z80C8NlDd1AO4axf1O3n0,55,0.282,0.938,5,-5.664,1,0.0808,0.0305,0.000161,0.25,0.741,154.385,audio_features,4Z80C8NlDd1AO4axf1O3n0,spotify:track:4Z80C8NlDd1AO4axf1O3n0,https://api.spotify.com/v1/tracks/4Z80C8NlDd1AO4axf1O3n0,https://api.spotify.com/v1/audio-analysis/4Z80C8NlDd1AO4axf1O3n0,420840,4
55,T. Rex,Cosmic Dancer,1971,Marc Bolan,5N4vVbNotNwWGG8KcCdstR,49,0.37,0.694,0,-11.713,1,0.0595,0.018,0.00363,0.182,0.65,155.072,audio_features,5N4vVbNotNwWGG8KcCdstR,spotify:track:5N4vVbNotNwWGG8KcCdstR,https://api.spotify.com/v1/tracks/5N4vVbNotNwWGG8KcCdstR,https://api.spotify.com/v1/audio-analysis/5N4vVbNotNwWGG8KcCdstR,270000,4
